kf, mse, mae, mape, r2, acc, bal_acc
1,0.0004659119335133269,0.015551974278393587,0.02287322545184871,0.7090647567573876,0.8,0.8333333333333334
1,0.0007636510061001509,0.022526968542150905,0.03357453004677451,0.5231438063050641,0.8,0.6666666666666666
1,0.00038492388720478437,0.0163812073260315,0.024389841620285912,0.7596371402008475,0.8,0.8333333333333334
1,0.0019982234999808275,0.03316246372800295,0.04846033712283947,-0.24777580955306755,0.6,0.5
1,0.0006424607028328699,0.02084516349752199,0.030462872690971858,0.5988201902384751,0.6,0.6666666666666666
2,0.0024453394355176935,0.0395405584516846,0.055462171371446344,0.34045638615962137,0.6,0.6666666666666666
2,0.0019381947254132673,0.03902501403716434,0.05622165109692654,0.47724069102300404,0.6,0.6666666666666666
2,0.0024897169374844814,0.04351566554931032,0.06451421268636241,0.328487128397176,0.6,0.6666666666666666
2,0.0022817573247238105,0.04076675893691408,0.05950205123600362,0.3845768607839525,0.4,0.3333333333333333
2,0.001908428310469825,0.034201664942773456,0.04807993693269078,0.48526912609329276,0.4,0.5
3,0.0009673029973312937,0.022431929604864488,0.03308852675310396,0.3600765582389158,0.8,0.8333333333333334
3,0.0006134639283957228,0.018118484513616927,0.026947361930313662,0.5941603101217167,0.8,0.8333333333333334
3,0.0008510901257199971,0.02366806308493652,0.035007897054551415,0.4369576813033673,0.8,0.8333333333333334
3,0.00040554712949127553,0.015742528836584467,0.023497199226021764,0.7317085591418862,0.8,0.8333333333333334
3,0.0006797198814279674,0.0206953648732666,0.03085334034593562,0.5503284005561211,0.8,0.8333333333333334
4,0.001359085540587642,0.029726589812829586,0.04264653073899692,0.5386880296871868,0.4,0.5
4,0.0008180880503598851,0.021880309300994872,0.03165361625347296,0.7223178386272073,0.8,0.8333333333333334
4,0.001287386061039192,0.031290082650756834,0.04514091778012451,0.5630248555845452,0.6,0.6666666666666666
4,0.0014767031689980315,0.025945441442108152,0.03643694970825984,0.49876528878152093,0.4,0.5
4,0.0010709927367666156,0.028400866704559324,0.0418862256232931,0.6364748539853518,0.8,0.8333333333333334
5,0.0006718096924886735,0.02151596409109504,0.031378768638453416,0.621376036722102,0.4,0.5
5,0.0006385946763741213,0.017177522751580864,0.025851429538777632,0.6400956252934489,0.6,0.5
5,0.0009703123505211261,0.023255873295556694,0.03379328900624576,0.45314348411548744,0.6,0.5
5,0.0012137678950372096,0.02537774744960326,0.03640078638966821,0.31593483086550134,0.6,0.6666666666666666
5,0.0007409502868042666,0.022797263237725886,0.033476897930006314,0.5824092189821204,0.8,0.8333333333333334
6,0.001095025675950265,0.026018046340789767,0.037278808510913086,0.29837759963512267,0.4,0.5
6,0.0009970327017884777,0.022015451392974828,0.0315024413294959,0.36116522851023714,0.6,0.6666666666666666
6,0.0006366637176543747,0.021283517226458736,0.03099204369617471,0.5920666194258467,0.8,0.8333333333333334
6,0.00045800374897108227,0.018783044483923317,0.02751542697952151,0.7065404978286567,0.8,0.8333333333333334
6,0.001195322173812879,0.03056489510183107,0.04405533098444003,0.2341140201373263,0.4,0.5
7,0.002335887691031031,0.04056345052943726,0.06326856354019604,-0.8771799733799288,0.2,0.3333333333333333
7,0.0019784702667224948,0.03860019979083864,0.059544932678533155,-0.5899500549103134,0.6,0.6666666666666666
7,0.0029273058701206854,0.04828229971156617,0.0750611248301092,-1.3524589715709316,0.4,0.5
7,0.0016353381269563622,0.030489252283435065,0.04787916232098548,-0.31420016185459043,0.4,0.5
7,0.0013795902177874476,0.03282285757289429,0.05079667953447712,-0.10867450444861637,0.4,0.5
8,0.0016134657885744981,0.02911581254383546,0.04193851913853662,0.24547342360068813,0.6,0.5
8,0.0013404126073788744,0.024960379365887464,0.03598018460645351,0.37316493304663634,0.8,0.6666666666666666
8,0.001388325136447553,0.03578658557316285,0.05454295737976954,0.3507589565575022,0.2,0.3333333333333333
8,0.0009119805569367681,0.025960354570355237,0.0379776005652475,0.5735183403075514,0.4,0.3333333333333333
8,0.0007925864842210648,0.02651364064594728,0.03980556898463348,0.6293521866564977,0.8,0.8333333333333334
